i,j,vx,vy
102,91,-0.0675806,0.0458653
86,224,0,0
96,154,0.0433159,-0.0583613
47,93,0.0713203,-0.0278154
113,127,0.00785036,0.00570468
107,182,0.00135464,0.0183653
127,51,0.0457255,-0.0160747
42,75,0.102423,-0.021503
111,78,0.0220935,-0.0341696
146,126,0.0311238,0.0330837
41,65,0.0651626,0.0285067
38,173,0.0289549,-0.0486771
170,128,-0.082093,0.0527406
112,89,0.0240273,0.0776844
195,83,-0.0699007,0.00389683
142,201,-0.00562138,0.00881674
158,6,-0.0101047,-0.0253439
80,50,0.0082808,-0.0341956
112,185,-0.0401711,8.60175e-05
170,83,0.0234752,0.0256771
201,110,0.00040563,0.0827362
64,196,0.00283045,-0.0258355
135,36,-0.0656526,-0.0486976
168,169,-0.0262066,-0.0642752
33,89,-0.00197287,0.0232932
57,69,0.00873797,-0.12493
182,79,-0.0618537,0.0398154
143,201,0.0183634,-0.00899681
72,73,-0.000623617,-0.045424
37,118,-0.0741521,-0.0647478
51,210,0.0634454,0.0509083
19,181,-0.0231833,-0.0062624
158,192,0.0406985,-0.0165901
120,105,0.08419,-0.0708948
70,194,0.0377837,-0.00910941
115,167,0.0303508,-0.0178235
212,81,0.0367441,-0.0711298
54,103,0.0110829,0.0381356
24,103,-0.0379154,-0.000512073
115,97,0.00898563,-0.0279982
30,50,0.00202696,0.0202287
10,122,0.113001,-0.0776477
87,154,0.0125595,-0.0150019
191,100,0.00213966,-0.0504191
221,59,0.045574,-0.0139148
187,57,0.0479383,0.0769556
137,54,0.0484487,-0.00340979
104,3,-0.0677379,0.083048
102,92,-0.0775804,0.057171
36,33,-0.0294841,-0.0386559
178,100,-0.0425648,0.0556635
153,109,0.0205324,-0.10419
220,163,-0.012879,-0.00587039
115,184,-0.083311,0.0152937
58,24,-0.0310857,0.0400901
10,223,0.116584,0.0502939
119,23,-0.0605982,-0.0332665
17,14,-0.0178514,-0.0303737
17,69,-0.113904,-0.0605458
54,99,0.0256694,-0.0145509
32,186,-0.0530265,0.0503382
82,168,-0.00574699,-0.0866708
130,65,0.0618855,0.12615
148,153,-0.0544278,0.0134429
68,128,0.0304887,0.0190284
96,182,-0.00667454,-0.0533232
62,195,-0.025121,0.023397
221,35,0.0189941,0.0048115
27,130,-0.0422878,-0.0344325
102,74,-0.0772519,0.0500438
128,46,-0.0876118,0.0110545
133,224,0,0
44,104,-0.00528853,-9.25077e-05
173,108,-0.00504954,-0.0850024
45,156,-0.0160087,0.0174636
137,19,-0.0223775,0.0657631
148,167,0.0697057,-0.0707609
198,84,0.0498948,0.0229568
211,83,-0.0343757,0.0263794
76,18,0.0206728,0.0402428
180,144,0.0487876,0.0195017
187,182,0.0425529,-0.058053
5,157,-0.0494215,-0.0643192
185,70,0.0105116,0.00717648
130,105,0.0497926,-0.025188
181,14,0.0312372,0.0224916
167,176,0.030345,-0.052913
190,212,-0.0175635,0.0680018
113,10,0.0340932,0.00629096
173,88,-0.0160274,-0.0376118
140,53,0.0130657,0.0357597
70,47,0.157783,0.0272773
93,57,-0.0142539,-0.0315524
209,42,0.0638956,-0.00195844
55,173,0.00301833,-0.0369747
154,167,0.104812,0.0125421
170,38,-0.0674771,0.00183742
67,20,0.0211532,0.0601765
17,100,0.0496919,-0.0346958
92,59,0.120871,-0.0557798
37,-1,-0.0251196,-0.00673171
200,195,-0.00381697,0.0516977
12,80,0.0619167,0.0262242
57,214,0.0769866,0.0839563
72,55,-0.0165353,-0.0310312
199,42,-0.0756809,-0.0343651
143,23,-0.0746673,-0.0569529
27,26,0.0186966,-0.0246751
80,157,-0.00696382,0.0154631
69,192,-0.0502321,-0.0414975
121,185,0.0271267,0.00882228
100,54,-0.163001,-0.0960132
65,119,0.00565125,0.00541509
122,163,0.0242972,0.0272295
212,61,0.0493227,0.0044164
12,67,-0.024764,-0.0570808
197,54,0.0254249,-0.092083
100,217,-0.0356883,0.0370606
94,97,0.0121544,-0.0201156
153,89,0.127158,-0.00630938
174,128,-0.0451713,-0.0174271
12,95,0.0753036,0.127977
10,23,-0.0346595,-0.034268
126,199,-0.0882681,-0.0683829
198,69,-0.0143024,-0.00472973
212,142,-0.0986397,0.14108
116,54,0.0843647,0.0736183
207,32,0.0446285,0.0193781
91,3,-0.0978853,0.13894
167,101,-0.0564177,0.00873322
153,40,-0.0783858,-0.0151504
31,28,0.11229,0.0742676
196,45,-0.0268255,0.000856351
10,160,-0.020006,0.0364306
106,69,-0.00999194,0.0778134
176,174,0.0642236,-0.00213086
99,11,-0.0985019,-0.0273942
148,184,-0.00470824,0.0117014
130,156,-0.0320615,-0.0297134
97,187,-0.0311977,-0.121812
52,163,-0.151973,0.0262593
194,14,-0.0390462,-0.0390802
116,140,-0.0185262,-0.0334064
7,123,-0.0576309,-0.0105626
44,57,-0.0318446,0.0928175
74,89,0.0584637,-0.0707372
215,209,-0.0640898,0.0514336
129,67,0.0816411,-0.0324725
96,186,-0.104081,0.0322209
189,16,-0.0140265,0.0238006
26,12,-0.00442241,0.0583495
77,152,0.0388808,0.00240512
1,72,-0.0483758,0.0981121
139,129,0.0155416,-0.113928
13,67,0.0181152,-0.0922418
23,170,0.0576035,-0.126579
84,62,0.0130274,0.0216039
154,200,-0.0324222,0.0169874
205,83,-0.0256481,-0.0167201
57,26,-0.0332297,0.0398129
144,221,-0.0157541,-0.00334518
122,37,-0.0148299,0.00812914
12,223,0.0688915,-0.072974
214,56,0.0351158,0.0242852
16,20,-0.0495502,-0.0726051
107,59,0.042531,0.0103469
136,154,-0.0263518,-0.0160839
18,150,-0.00328735,0.0486302
145,223,-0.0908465,0.0104929
173,45,0.0842104,-0.0570254
179,185,-0.052288,0.0252179
115,212,0.0827156,-0.0294541
9,129,0.0202261,-0.0263116
124,149,0.0592808,-0.0170709
150,100,0.0092471,-0.0181137
143,101,0.0112026,0.0787287
84,46,-0.016207,0.103256
32,88,-0.0350092,-0.0128535
21,26,-0.0685331,-0.023649
115,69,-0.00161903,-0.0208436
86,161,-0.00695419,-0.0432564
169,50,-0.0533829,0.0201057
211,45,-0.019928,-0.0361678
11,151,-0.0601459,-0.0256133
128,169,0.033773,-0.0126552
117,62,0.070356,-0.00374281
160,48,-0.0727913,-0.0685078
102,200,-0.0723152,0.00699272
139,28,0.00574181,-0.0423217
19,114,0.0454605,0.0687265
141,95,-0.115057,-0.0657386
200,45,0.0488818,-0.0294173
50,133,-0.0294892,-0.0762998
16,45,0.0953607,-0.0444927
146,81,0.0377538,-0.127346
103,206,-0.1048,-0.0489378
180,186,-0.0122854,0.0410672
171,213,-0.00448966,0.0515863
193,187,0.00940055,-0.0282722
124,121,0.0253315,-0.0976763
203,29,0.0602861,-0.00688714
21,40,0.0542357,6.91722e-05
146,13,0.0802261,-0.0336258
211,193,0.000886259,0.0904174
122,128,-0.0871293,0.0185147
32,215,0.00616249,-0.0640335
21,93,0.0274087,-0.0491709
181,75,-0.000966718,0.0846259
9,189,0.0157147,0.000329045
115,203,-0.0372518,0.0472828
152,156,-0.196545,-0.00169334
151,110,-0.0171601,-0.0341158
34,209,-0.0509096,0.0233451
2,217,-0.0193754,0.0149971
167,11,0.0843673,0.0365001
152,222,0.0149251,-0.0317129
83,105,-0.0986121,-0.00394611
103,86,0.0821522,-0.0285984
44,39,0.120365,-0.0331873
36,86,0.0454581,0.0336285
203,12,-0.0127597,-0.0170003
107,54,-0.00130492,-0.00375465
147,23,0.0557289,-0.0846478
34,151,0.0130531,0.0651018
62,184,0.0592626,0.144736
76,217,-0.0365952,0.0372565
216,99,0.0722518,0.109329
220,34,0.00642324,0.0372445
19,76,-0.0763903,-0.00731483
26,104,0.0242972,0.00885221
151,77,0.02228,-0.0285948
110,32,-0.0215975,0.0234058
193,23,0.0325814,0.0539768
201,18,0.034713,0.0156267
215,158,0.00347328,0.0130537
65,138,-0.00626939,0.0286036
72,221,-0.110508,-0.0164333
104,114,-0.0164202,-0.000523311
114,209,0.0331091,-0.0552298
52,14,0.0100816,0.00580459
90,211,-0.0772287,-0.00626574
220,181,-0.102594,-0.0731502
144,27,0.0964091,0.0812336
186,191,-0.0838819,0.00931526
163,91,-0.0304318,0.0942863
22,28,0.0500481,-0.0407542
9,166,-0.000716993,-0.0926472
74,1,-0.0602244,-0.0524418
182,102,-0.0350313,0.044392
58,199,-0.00265254,-0.0166756
207,28,0.0637521,-0.0408969
48,175,-0.0370787,0.00193103
159,94,-0.0834543,0.125516
206,28,-0.0335991,0.0609123
141,48,-0.0238214,-0.0776804
39,193,0.0121161,0.018535
36,65,-0.00719076,-0.0821977
93,181,-0.0695193,-0.0762277
118,162,-0.070727,0.00594527
115,92,0.0772498,-0.00822615
79,166,0.0298374,0.0673539
15,78,0.0635916,-0.0529209
183,73,0.0309275,-0.018232
58,158,0.0802184,0.0834905
84,114,-0.0440921,0.0391811
134,115,0.00415306,-0.0130616
25,74,-0.0160787,-0.0322705
157,204,0.101856,-0.0481991
22,104,0.0140846,-0.000811692
42,2,-0.0886539,0.02439
124,83,-0.0268156,0.0203161
72,164,-6.4754e-05,-0.00793813
70,192,0.070307,-0.044332
141,70,0.00756541,0.0344678
174,137,0.0698546,0.0319514
98,86,0.0924764,-0.006131
209,110,0.0109294,0.0294267
163,179,0.0068102,0.00746572
92,50,-0.0345148,0.0401119
16,87,-0.0612724,0.0662468
74,200,-0.0573809,0.0426705
103,166,0.0192204,-0.0284375
53,196,-0.0374786,0.0111158
194,35,0.0403159,0.0309917
217,9,-0.0177436,0.0680054
163,38,0.0415529,-0.0139306
219,221,-0.165488,-0.0906564
213,18,-0.0999035,0.00557917
223,176,0.0549895,0.0266214
49,28,0.0168418,0.0259458
55,203,0.0400545,-0.00688363
88,107,-0.00669256,-0.020799
223,24,-0.0433528,0.0351582
6,176,-0.0869925,0.0250361
80,195,-0.0915882,0.0763272
203,206,-0.0845188,0.0444795
107,158,-0.00981533,-0.0746643
8,47,0.0793857,-0.0150447
29,67,0.0820989,0.0691576
128,27,-0.0190044,0.051116
173,80,0.000898368,-0.0335987
2,52,-0.0644822,-0.138691
133,164,-0.0166558,0.00409266
200,42,0.0484631,-0.0215061
105,8,-0.0438885,0.0271312
107,146,0.00981251,0.0278402
222,42,0.13361,-0.0403049
95,126,-0.0222093,-0.0659108
144,77,0.0426381,0.0175531
199,101,-0.0210056,-0.0440892
74,108,0.0295317,-0.0862417
134,64,0.0273793,0.0178471
202,1,0.00774007,-0.0394275
81,158,0.0172116,-0.00758919
15,168,0.0715159,0.00537578
111,50,0.100774,0.0801104
205,203,-0.0388101,0.0444128
93,123,0.131317,-0.0637484
82,177,0.0739098,0.0776031
180,193,-0.000569462,-0.0455582
44,65,-0.0503826,-0.0276496
167,217,0.0634012,0.0271184
19,116,0.0143469,-0.0834487
206,60,-0.0258326,0.0019847
180,96,0.0110407,-0.108635
178,113,0.00234181,-0.000867675
176,115,0.0131228,0.0557856
94,217,0.0204098,0.0152054
186,84,-0.0125493,-0.046779
77,217,-0.0485751,-0.0487791
7,105,-0.0293132,0.063175
83,6,-0.0459987,-0.080035
143,5,-0.112414,-0.00497821
162,157,-0.0448537,-0.0398733
107,41,0.0243279,-0.0373022
77,155,-0.000729198,0.0756425
216,54,-0.00832063,-0.0583879
144,99,-0.0145482,-0.0477606
132,194,0.0356251,-0.0615371
54,126,-0.0307118,0.0920805
204,181,-0.00723502,0.034967
43,69,-0.0215394,0.00115475
46,88,-0.0864886,-0.0342604
23,110,-0.0839071,-0.0699346
117,117,-0.100989,0.00197195
-1,150,0.0848643,-0.119496
32,107,0.0569102,0.0841443
6,3,0.0296758,0.0080385
161,213,0.0806092,-0.0292272
91,198,0.0427017,0.0622584
3,51,0.046353,0.0255093
134,2,0.0755169,0.124093
190,37,-0.0731918,0.0345831
178,170,-0.0595087,0.0412252
14,171,-0.0317389,0.0727588
149,58,0.0248873,-0.0300552
57,36,-0.0505847,0.0593413
177,212,0.0558313,0.0518397
181,68,-0.0245934,0.00839807
171,147,-0.0478534,0.00864714
209,1,-0.102692,0.0134932
106,58,0.0644828,7.5878e-06
26,62,0.0588078,-0.0197011
97,193,-0.0492846,-0.037861
221,156,0.0737532,-0.0209699
148,54,0.0831371,0.00886483
149,39,-0.0124933,-0.00753425
141,112,-0.0020565,0.0203767
30,192,0.0231458,0.0124641
106,18,-0.111648,-0.132515
108,169,-0.00938749,-0.0304578
149,132,-0.0484976,-0.0101018
49,144,0.0937691,0.00758927
76,48,-0.0413295,-0.103567
8,52,0.118066,-1.32421e-05
148,135,-0.0279208,-0.123902
208,175,0.0471283,0.0451292
9,-1,-0.0131421,0.016896
132,203,0.0495155,0.15029
176,191,-0.0216579,-0.0357726
42,59,0.0936775,0.0184236
115,57,-0.0693904,0.0905505
-1,26,-0.0239007,-0.00604329
0,30,-0.0204155,-0.0489117
223,154,0.00429594,0.0824528
152,193,-0.00741055,-0.0530815
120,209,0.0264063,-0.080397
164,155,-0.00734509,0.00798132
97,22,0.0144311,0.0843658
16,84,-0.0599819,0.0198213
63,35,0.0115228,0.0372343
83,178,0.00376376,-0.0301679
15,178,0.00939796,0.00271561
49,141,0.00483018,-0.00142967
163,143,0.0169465,-0.150035
192,25,0.029603,-0.0101235
89,222,-0.0179031,-0.170924
159,216,-0.00401173,0.0131587
201,90,-0.0345969,-0.0253466
45,193,7.28172e-05,-0.0374822
87,64,0.00485986,0.12393
206,195,-0.0158404,0.0207842
102,105,0.214884,0.088621
85,57,0.0550547,-0.00888701
132,8,0.116778,0.0281387
16,117,0.0978445,0.00331577
211,66,-0.0408056,-0.0309352
137,41,0.0445672,0.00577062
41,39,-0.0502674,0.0236071
15,52,0.0482538,0.0264838
144,121,0.11557,-0.0141616
216,132,-0.0364978,-0.0210965
61,25,0.0153028,0.00658923
76,144,-0.0424948,0.0563787
171,2,0.011468,-0.0317713
81,211,0.0383328,-0.00760045
17,124,-0.0673384,0.0550741
82,51,-0.0995787,0.0610418
99,161,-0.0931939,-0.0665217
133,108,0.0420321,0.0371154
110,95,-0.036781,-0.0422712
100,129,-0.0184364,0.0077301
84,20,0.0267382,0.0854396
154,56,0.109521,0.0249316
169,90,0.0246502,0.120815
23,68,-0.0104823,-0.0192549
222,155,-0.0203198,0.0416067
169,155,-0.0279693,-0.0234306
46,38,0.0330498,0.0653346
213,186,0.01422,0.0164257
92,173,-0.011506,0.00376551
162,105,-0.0260242,-0.12121
160,55,-0.0055264,0.0591481
42,151,0.0215275,-0.00676685
99,31,0.101599,-0.0103324
190,189,0.0300084,0.0445257
199,191,0.0456043,-0.0031432
38,129,-0.0531433,0.059209
46,134,-0.0301376,0.010128
63,21,0.101191,0.0245293
6,150,-0.0351998,0.00561872
141,18,-0.00289468,-0.0724196
162,119,0.0406181,-0.00974754
11,177,0.00295126,-0.0646862
154,25,0.0173656,-0.0127439
7,200,-0.061017,-0.0448517
215,186,0.0937535,-0.0646649
83,204,-0.045191,0.0957779
179,131,0.0151501,-0.0869679
59,12,0.0594435,0.0129743
160,31,0.0417341,-0.0653919
161,2,-0.057218,-0.16375
121,22,0.00169709,0.0661592
19,137,-0.0609985,0.0142089
41,139,0.0477421,-0.0013282
124,53,0.068192,0.0323776
85,25,-0.0851037,0.0178913
53,147,-0.0398457,-0.0214088
192,82,-0.166218,-0.0530724
8,143,-0.0354127,-0.0885796
49,170,-0.0420496,-0.0223671
23,32,0.0529758,-0.0803944
71,21,0.0319779,0.00764197
41,101,0.0745761,0.106082
2,49,-0.0683732,-0.0318788
1,205,-0.0494952,0.0650187
109,34,-0.138465,-0.0364259
107,102,-0.0331444,-0.0285859
99,170,0.0293796,0.0101011
199,76,-0.0530422,0.0328279
80,147,-0.0279249,0.00542964
52,99,-0.108259,0.00444803
124,4,0.0770366,-0.00521827
68,3,0.0476351,0.0119069
166,115,-0.0933535,0.0378354
88,125,0.0491059,-0.0979149
155,36,-0.115204,-0.0424604
148,81,-0.0250235,-0.0905256
201,174,0.0949661,0.0016217
59,44,-0.00647677,0.0823532
72,12,-0.0332485,0.0800587
204,69,-0.0236084,-0.0134908
68,34,-0.00857643,0.0787329
30,97,0.0248115,0.136182
139,165,0.0490322,0.0345806
13,79,0.0616744,-0.075423
61,13,0.0151426,0.0347498
178,41,0.0272799,0.0125138
72,89,0.076979,-0.00237219
185,15,0.0112224,-0.0327044
203,110,-0.0640335,0.00469078
69,34,0.0371382,0.12566
188,137,0.0914552,-0.0531761
84,168,-0.0276277,-0.0678141
24,205,0.0536075,-0.0185756
36,213,0.142262,0.045614
174,20,-0.0642231,0.0578768
221,24,0.0244484,0.0848122
166,104,0.0332955,0.0932641
161,207,-0.0259446,-0.0235302
80,39,0.0496034,0.0479861
156,168,0.0380228,0.0297167
141,149,0.0363409,0.0940764
148,61,0.0255687,0.0573525
175,95,-0.0352347,0.01407
116,32,0.0181151,0.00551323
26,132,0.0467078,0.191966
65,77,0.00659219,-0.0187451
106,74,-0.0131553,-0.00563344
150,97,0.0106942,-0.0123661
45,25,0.0585623,0.00421061
79,61,0.0287803,0.00293585
113,215,-0.038352,-0.0673449
45,1,-0.065177,-0.0567242
118,58,0.0107117,0.0963288
105,130,-0.0345088,0.0413125
117,29,0.0331136,0.00797819
70,183,0.00368944,-0.0458265
30,219,0.163058,-0.00884213
116,138,-0.045411,0.00915779
200,33,0.00030528,0.111642
4,11,-0.0111479,-0.0387908
160,164,0.0914225,0.0028837
182,66,0.155094,-0.103306
34,70,0.0309576,0.063811
209,73,0.0272086,-0.00650431
102,52,0.0496606,-0.0648716
215,130,-0.0187902,0.051158
115,190,0.0477452,-0.00858298
180,167,0.038294,0.0664428
131,160,-0.0296392,0.00710933
41,219,-0.00919431,0.0112613
43,138,-0.00113434,-0.10069
40,7,0.0579083,-0.0389166
156,142,0.056636,-0.0248224
212,122,0.0919757,-0.0220881
100,69,-0.0668107,-0.00385572
208,24,0.0598606,-0.0339437
69,138,0.0799644,0.0266935
165,109,0.0251158,0.166117
164,148,0.0812865,-0.0707065
165,209,0.0383317,0.0413584
50,218,0.0017882,-0.0544478
0,139,-0.0174025,0.0429242
205,142,0.206057,-0.0737148
121,95,0.0499864,0.0097409
113,154,-8.12032e-05,0.0272568
33,12,0.0223039,-0.0165345
191,10,0.0513634,0.026767
32,200,0.0561746,0.00530555
139,159,0.026432,-0.0341223
135,87,-0.00203549,0.0865269
95,142,-0.013709,-0.0141401
3,101,0.0973608,0.0917024
173,17,0.013425,-0.035712
29,200,-0.0124681,0.0116156
153,112,0.0233878,0.0409716
69,1,0.0125387,-0.133536
222,66,-0.0705569,-0.0204595
117,215,0.0464739,-0.00161041
89,174,0.00844015,-0.0435734
68,115,0.0445162,-0.0156765
175,97,-0.0293799,-0.164373
87,142,-0.0651295,0.0576461
152,189,-0.0484745,0.108622
149,68,-0.0241717,0.0408485
59,166,-0.089411,-0.04029
220,37,-0.0238228,-0.0121081
127,215,-0.0372465,-0.000334504
12,127,0.0488376,-0.0334754
205,167,-0.00730589,0.0533358
158,218,-0.0493534,-0.0138362
80,46,-0.0521701,-0.00579224
131,54,-0.0795226,-0.00547073
103,97,-0.0632369,-0.00497486
106,13,-0.172769,-0.0654055
77,100,-0.0646346,0.00538828
216,42,-0.00928128,-0.0035734
27,135,0.0788283,0.0376995
157,170,0.0485119,0.0580913
3,121,0.00186573,-0.0392832
138,127,-0.0882969,0.0458957
99,30,-0.0283147,0.0111935
166,135,-0.0422362,0.0223395
101,213,-0.036149,0.0423011
13,176,0.0406943,-0.0607327
20,174,0.0732898,0.0317012
130,210,0.00887712,0.0668648
131,151,-0.0266848,0.0676394
107,49,-0.020629,0.0407223
116,25,0.0822167,0.0157854
124,36,0.00550354,-0.0387101
14,209,0.0902584,0.0850013
120,84,0.0391178,0.0404971
108,65,-0.00833243,0.0847384
112,123,0.0219827,0.0236814
163,46,-0.00658149,0.00799653
207,101,-0.00301957,-0.0093187
102,192,-0.00648261,0.125842
189,86,0.00935765,0.0229751
79,96,-0.0504555,-0.00582999
162,81,-0.0324676,-0.0654801
85,83,0.0531476,-0.0736524
69,41,-0.00817194,-0.0205757
71,132,0.0305746,0.0521827
221,97,-0.0416548,0.0721503
63,67,0.0341322,-0.0259005
4,101,0.0655623,-0.000542614
171,203,0.0732484,0.0191743
76,43,-0.0757742,0.0600822
155,59,-0.0220174,-0.0490175
122,166,-0.0988971,0.0315015
130,2,0.00840799,0.00316038
16,116,-0.100247,-0.076065
101,25,0.00274991,-0.0620801
93,103,-0.037115,0.0361918
27,122,-0.0200574,0.000568803
174,109,0.100033,0.00718946
81,102,-0.0275272,0.133857
89,106,0.0958197,-0.00862648
193,51,0.00501139,0.0195416
194,178,-0.0346441,-0.0697105
185,59,0.0226098,-0.00789643
157,116,0.00723422,0.0288859
102,24,0.0171884,-0.0380408
204,123,-0.064059,0.0190023
137,78,0.0311446,0.00676945
11,119,0.024031,0.0356535
14,102,-0.00503558,0.0668854
108,146,0.0595656,0.0372645
25,2,-0.0662356,-0.0197879
209,190,-0.00882068,-0.0949792
30,107,0.0293397,-0.0134136
14,101,0.000140139,0.0075827
3,153,0.111981,0.00899946
130,3,0.059702,-0.0398171
217,168,0.0115167,-0.0801682
210,132,-0.0244964,-0.0400927
45,20,0.0157138,0.0084796
112,50,0.075189,0.00455752
78,183,0.0152028,-0.0546705
98,80,-0.0583808,-0.0381193
109,75,0.128976,-0.0413612
120,180,-0.0851096,0.0509567
17,31,-0.0247815,0.00473863
84,208,-0.00460465,-0.0697305
40,59,0.0112127,-0.0480889
52,100,-0.162286,-0.0291425
64,149,-0.0498179,0.0173091
131,94,-0.0267932,0.0164471
92,90,0.0680682,-0.0487561
209,195,-0.0105017,0.0100791
90,73,0.0295123,-0.0648714
38,146,0.0140008,0.0631056
24,221,-0.041054,0.0239616
85,164,-0.00468148,0.0975362
146,213,0.0629487,0.0368533
154,9,-0.00502137,0.011716
115,100,-0.0292162,-0.0370355
171,122,-0.0548663,0.061456
145,47,0.0489577,0.103228
117,19,0.00911719,0.0374819
134,63,0.0814195,-0.052181
123,114,0.0167436,-0.105831
4,193,0.0633069,-0.0223069
202,214,0.0245612,0.0925654
199,123,-0.100419,0.0923392
220,35,0.00318567,0.0169023
203,117,-0.0553357,-0.0486892
74,143,0.0533162,0.0105328
17,181,0.0427013,0.0227143
93,135,0.0358396,0.0417874
89,54,-0.0130325,0.0321866
52,96,-0.00932323,-0.029164
60,53,0.0123874,-0.104057
64,41,-0.0649727,0.0253698
112,122,-0.0482314,0.00719806
33,95,0.0120665,-0.02932
21,223,0.106036,-0.028927
159,132,0.0103571,-0.00263637
37,76,-0.0776137,0.0338109
31,48,-0.040136,-0.011267
33,197,-0.0315513,0.0349449
151,71,0.0708287,-0.0651925
90,204,0.0199,0.041944
122,12,-0.0235266,-0.00642539
169,62,0.0712884,-0.0191448
122,72,-0.00826819,-0.0123372
31,0,-0.0231356,-0.0175359
97,63,0.119403,0.0702886
92,60,-0.0208048,0.00485804
147,127,-0.0162601,0.0160513
67,126,-0.0135073,0.153797
222,70,-0.0865524,-0.0335928
32,182,-0.0435422,0.0538366
8,169,0.0119292,-0.0787354
121,37,0.0574299,-0.00626992
173,7,-0.0199918,0.0214585
107,7,0.0803176,0.0638528
83,107,-0.00439074,-0.0355038
80,224,0,0
167,175,0.0254074,-0.0566056
162,126,-0.0151328,0.0549707
80,160,0.030712,-0.0316146
59,127,-0.0803829,0.118284
69,129,-0.0374509,0.0772771
172,186,0.023004,-0.0360155
140,201,-0.000901496,-0.0346862
58,150,-0.0897392,-0.0103507
194,112,-0.102626,0.0404975
141,175,0.0873011,-0.0847242
191,129,-0.0807802,-0.0412425
44,103,-0.0345252,0.0688713
204,116,0.0513311,-0.0406618
37,106,0.101691,0.0324589
7,150,-0.0578712,-0.00454205
96,167,-0.0278933,-0.00736563
96,205,-0.0171485,-0.0602245
41,94,-0.0303415,0.0375751
1,131,0.0282488,-0.107363
21,160,0.000606534,-0.100081
171,64,0.0641723,0.034621
193,52,-0.0191171,-0.0170581
140,174,-0.0715062,0.123136
132,201,0.0167298,0.105046
27,104,-0.0342868,0.0449148
121,220,0.0077236,0.00236732
214,153,0.0589,0.0323193
155,156,0.00838999,-0.0505582
177,85,-0.00240589,0.0188959
37,155,-0.00704918,-0.024282
170,127,-0.0265824,0.0252666
22,83,-0.0410129,0.0178134
98,169,0.00380704,0.0164298
138,188,0.0284541,0.0889027
151,94,-0.101784,-0.0348961
100,98,0.0444707,0.0415646
88,63,-0.0267225,0.0365598
188,62,0.00548803,-0.0472503
199,150,0.0783961,-0.0808612
48,57,-0.0622046,0.00456979
74,194,0.0583649,0.0668417
149,213,-0.0568747,0.011871
123,94,0.0255103,0.03045
215,3,-0.156813,0.077188
41,133,-0.0659864,-0.0591678
18,60,0.0344817,0.0152996
81,146,0.0548358,0.0352226
186,199,0.0378093,-0.0360436
19,82,-0.00572094,-0.0368352
62,43,0.0661372,-0.0355396
105,32,-0.0409497,-0.0980131
143,131,-0.0578852,-0.0168726
116,188,-0.0753401,-0.0776334
161,221,0.0256949,0.0509205
139,124,-0.0241693,-0.00379895
138,78,0.148651,-0.0189472
27,141,-0.0126935,0.0212919
220,41,-0.131359,0.0816273
199,22,-0.0446393,0.112148
57,53,0.0353405,0.0221092
198,186,0.0767675,0.076479
193,165,0.0571552,-0.0976216
212,99,-0.0460236,0.0966002
131,48,0.0158974,-0.0069781
166,2,-0.0238853,-0.0760956
174,36,-0.0295411,-0.0200426
204,142,0.00695778,-0.0112514
103,129,-0.0464273,0.0432246
196,121,0.047971,-0.0366241
48,124,0.123276,-0.100629
181,116,0.157447,0.00945403
5,151,0.00180805,-0.00425343
8,160,0.0481867,-0.0576157
138,9,-0.0569532,0.0368075
213,13,0.0568047,-0.0383838
58,73,0.111265,0.0080194
138,55,-0.0720495,-0.00232519
204,98,-0.0338443,0.0384472
15,100,-0.0684343,0.0179557
137,178,-0.0090719,-0.00492326
152,2,-0.0289403,0.00430076
131,134,-0.0177548,-0.00509458
177,207,0.142769,0.0531885
219,73,0.0465514,-0.0954961
38,126,-0.101709,0.0616087
106,170,0.072966,0.09708
137,74,0.0351254,0.0836685
66,167,-0.0863738,-0.0953236
206,71,-0.0365552,0.10831
138,209,-0.0139233,0.0395427
51,50,0.0213436,-0.0301348
147,62,0.100397,-0.00878644
15,208,-0.0205171,-0.114186
39,216,-0.0224322,-0.0196665
128,197,-0.0128218,-0.0560222
64,76,-0.0296599,0.0477507
44,155,-0.0180202,-0.0644425
141,31,-0.056403,-0.0533172
47,10,0.0691589,0.0669321
200,120,0.0224697,0.108823
141,138,0.00996603,-0.0751578
1,18,-0.0540546,-0.112615
180,136,-0.0119535,-0.045072
157,133,0.000860262,-0.0300082
69,23,-0.0652214,-0.0819282
208,8,-0.0297756,0.091895
166,45,0.0691347,-0.0695449
190,209,-0.0345234,0.079385
124,2,0.0494684,0.0973687
129,39,-0.0717988,0.03418
13,194,0.0790137,-0.0450637
188,151,-0.0499181,0.0797734
90,160,0.00171964,-0.0225391
106,53,-0.00636554,-0.0403831
187,140,0.0241038,0.10481
189,51,-0.0151887,-0.0084745
162,161,-0.00990772,-0.00997882
29,134,0.00669996,0.0410008
73,167,0.0631681,-0.0654271
24,50,-0.026761,0.0104653
31,59,-0.159541,0.132636
147,120,0.0479737,0.0547318
62,74,-0.0301394,-0.054711
213,7,-0.0574605,-0.0694951
51,104,0.0137276,0.0161395
102,93,0.00869727,-0.00293601
9,9,0.024873,-0.0620276
67,203,0.00572353,-0.00857407
151,196,0.0162674,0.0410746
118,96,-0.0181228,0.0699983
178,53,0.152537,-0.052478
69,151,0.0300684,0.0773518
122,57,0.0509299,0.0506702
201,217,-0.0480378,0.0607436
148,192,-0.0206361,0.089569
119,209,0.0488931,0.0149265
172,32,-0.02232,-0.109678
