i,j,vx,vy
99,56,0.0252607,0.00169455
176,10,-0.0749401,-0.0449258
172,214,-0.0226948,-0.0263297
93,196,0.0660717,-0.120569
58,109,0.0486433,0.0131642
221,11,0.0134698,0.0121495
51,109,-0.131599,-0.0589368
179,34,-0.0380066,0.119908
31,23,-0.0895064,-0.0357205
38,168,0.0860229,0.0206771
82,100,-0.00948009,-0.0383682
222,127,-0.0313464,0.0332949
169,101,-0.000292646,-0.116024
110,85,-0.00341974,0.0372451
222,12,-0.0447748,0.0460275
186,201,-0.00913462,0.022685
37,159,-0.0046368,0.0401584
69,133,-0.110868,-0.0429321
17,155,-0.0881115,-0.050348
222,97,0.055644,-0.000616909
108,171,-0.0166232,-0.0160429
70,138,0.0860433,0.091756
202,66,0.00347632,0.00899942
103,211,0.084589,0.0369347
142,169,-0.0704666,0.0492064
132,60,-0.0527902,0.0288241
151,86,-0.00867331,0.0467368
86,72,0.0215587,0.0682983
35,18,-0.0328731,0.0850997
13,175,-0.00360133,-0.0648087
48,82,0.0586355,-0.0263815
31,100,0.0874824,-0.108553
139,115,0.000966037,0.0698985
218,26,-0.0218672,-0.0633449
148,193,0.0179417,0.0581974
10,180,-0.00618426,-0.0564933
215,55,0.0512004,0.00631602
58,198,-0.0147109,-0.0121831
134,74,-0.0290939,-0.0730892
64,131,-0.00212319,0.166115
50,88,-0.0561676,-0.0594174
138,60,0.0210977,0.0358826
161,72,-0.0512614,-0.00970943
105,150,-0.0149989,-0.0272116
90,112,0.0223969,-0.123131
48,4,0.0266948,-0.0388913
180,99,-0.0895983,-0.0106026
50,118,-0.00616525,-0.0523653
85,6,0.133476,-0.0215098
127,88,0.00223797,0.0711625
74,2,-0.0295964,-0.0845227
83,128,0.0770314,-0.0377173
57,119,-0.0590166,0.131503
5,85,-0.00317219,0.0326883
46,201,0.0429271,-0.0777364
24,42,-0.00144799,0.0523885
95,72,-0.177787,-0.0136029
28,100,-0.0681819,0.00669974
198,2,0.0144206,0.0586839
30,87,0.0458676,0.0678458
96,38,-0.0381449,0.0373789
112,179,0.025706,-0.0249983
187,123,-0.0183532,-0.0254295
177,173,-0.0284659,-0.0436925
154,52,0.00606864,0.0117129
213,170,-0.0665545,-0.0172366
159,97,-0.0905227,-0.0126452
152,51,0.0150772,-0.0920468
198,79,0.00380979,0.117579
157,96,-0.0158215,0.0256445
102,174,-0.0215371,-0.0113681
87,174,-0.127247,0.0168409
139,42,-0.0409197,-0.00386605
28,195,0.0253742,-0.0121378
101,100,0.0153204,-0.0420549
215,30,0.0931648,-0.0483983
110,112,0.0190848,0.11014
124,173,-0.0688392,0.00806063
31,88,-0.0818296,-0.115311
34,52,-0.0669831,0.0287119
18,152,0.0339662,-0.00815456
204,162,0.0435558,-0.0364711
172,116,0.0894168,0.0819279
111,14,-0.011996,-0.0272938
31,160,-0.0300029,-0.041975
52,195,0.0213679,0.0724626
163,156,-0.0636866,0.0394325
198,182,-0.0496431,0.00468111
195,96,0.0102941,-0.004536
137,57,0.0319882,-0.00697093
1,64,0.00624092,0.0111939
139,16,0.0182277,-0.0465043
162,44,-0.0269786,-0.0132208
148,29,0.0210202,-0.0681728
164,32,-0.0419895,-0.00472806
185,88,0.0458129,0.0226839
219,90,-0.0124109,0.00209986
5,8,0.0201382,0.0633759
80,179,-0.0300915,-0.00299049
82,137,-0.0217869,-0.0459082
171,54,0.000291632,0.0310535
99,19,0.00156269,0.0644474
165,44,-0.0167358,-0.0165733
44,138,0.083899,-0.0331205
34,125,0.034102,0.100082
209,179,0.0160671,0.018201
84,95,-0.00515544,0.0510002
194,203,0.0891522,-0.0670394
186,164,-0.038442,-0.00486303
77,108,-0.101038,0.0151875
166,188,0.0041202,-0.0542728
175,13,0.00018436,-0.0532905
197,172,-0.0720917,0.00176853
2,75,0.0195118,-0.0199458
154,121,0.015673,-0.0706685
30,118,0.0635662,0.0376793
110,87,0.0815928,0.0449642
120,153,-0.0902177,0.00739041
107,184,-0.0818809,0.0598623
215,104,0.0693331,-0.0213245
175,132,-0.00184483,-0.0235818
112,173,-0.0227891,0.110254
39,173,-0.0104061,0.0502018
51,39,0.10017,0.062157
163,172,0.164661,0.0292008
68,92,-0.00702811,0.00816182
119,50,0.0323005,0.0270572
14,44,0.0295286,-0.054629
33,48,-0.0239255,0.0183045
9,124,0.016689,0.0330188
171,29,-0.0666313,0.014226
10,204,-0.0281495,-0.0286511
36,0,0.0281356,-0.100898
28,115,-0.087062,-0.0506524
173,190,-0.0427572,-0.0256884
190,100,0.0609722,0.0242245
24,130,0.0224768,0.0447613
95,123,0.0216591,-0.00183188
90,198,-0.088938,0.0510445
29,128,-0.106965,0.00417322
14,53,0.0235843,-0.0190982
55,29,0.0216685,0.0567415
6,37,0.00213956,0.0615941
91,51,-0.0229181,-0.0799707
222,201,-0.0255788,0.0420893
92,116,0.0639849,6.16839e-05
70,64,0.0288193,0.0444149
86,89,-0.0201209,0.03469
220,98,0.0235738,0.0949959
134,107,-0.11257,-0.081708
43,85,0.0145925,0.0378912
22,71,-0.082203,0.0506631
163,94,0.0091395,-0.0394727
162,21,-0.0511574,0.0696242
7,99,0.000930546,0.0585469
15,171,-0.0152941,0.0545506
32,221,0.0438831,-0.0158418
24,16,0.0125886,-0.0878398
212,187,0.0659923,0.0870416
95,39,-0.0469384,0.0598901
196,62,0.0443239,-0.074029
124,23,-0.0133365,-0.00413572
4,150,0.0427857,-0.114172
108,221,0.0178664,-0.0498892
133,190,-0.0365212,0.0931933
107,72,-0.0146014,0.00593114
98,83,-0.014443,0.0323622
204,136,-0.0353492,-0.0624283
186,139,0.0776206,0.0938956
29,158,0.113405,-0.0101552
159,126,0.0578792,-0.0458025
98,75,0.0507478,0.0548361
48,69,-0.0447127,0.00794473
27,112,0.0494679,-0.0800617
24,40,-0.0347417,0.0872767
149,117,-0.0120251,-0.0189259
137,40,-0.034043,-0.0507525
29,202,0.032738,-0.0851935
213,198,-0.0297621,0.0332982
145,154,0.0627633,0.0233555
23,29,-0.0210305,-0.0452611
5,16,-0.0860067,-0.0960855
116,13,0.0182173,-0.0567797
137,147,-0.0573512,0.0143127
222,18,0.0733133,-0.0817347
12,214,-0.0229711,0.0615138
134,214,-0.0513816,-0.00314112
221,106,0.0638937,-0.0109931
44,154,0.0182937,-0.011502
82,142,0.0922194,0.190436
25,214,-0.0184665,0.0822808
164,7,-0.0325896,0.0156374
41,202,-0.0196996,0.0437399
140,103,0.0325065,0.0372982
15,216,0.0720523,-0.0219665
140,189,-0.130899,-0.0592498
165,11,0.0444339,-0.00605962
195,32,0.0292823,-0.0607132
45,54,-0.000467864,0.0911887
98,165,0.0828451,0.0176817
114,144,0.0708953,0.0518938
84,152,0.0467687,-0.0220797
41,197,0.0488974,0.0496977
102,148,-0.0289882,-0.0821168
214,121,-0.0607833,0.00927299
223,203,0.0177252,0.0224759
36,175,-0.072533,-0.0215517
197,145,-0.0103054,-0.00572859
190,177,-0.0882585,0.0927418
149,167,0.0380162,0.010704
180,80,0.00658797,-0.0506995
31,178,0.00916421,0.00350734
195,147,0.0292957,0.131348
23,176,-0.0388552,0.0290422
130,211,-0.00798592,-0.0540172
145,61,-0.007266,-0.0561201
65,62,-0.09654,-0.0211328
15,109,-0.0168268,0.0313136
136,192,0.0731455,-0.0145527
116,41,-0.00220718,0.0157203
6,190,0.0262926,-0.0121924
83,58,-0.0599207,-0.0622601
197,214,-0.00593145,0.0159131
82,211,0.122281,-0.0710078
19,109,0.00657154,0.00890198
41,48,-0.138188,0.00262461
195,72,0.000462032,-0.0953433
124,98,-0.0600843,-0.015801
-1,39,-0.0124248,-0.0926849
182,150,-0.0609775,0.0625446
18,86,-0.0191321,-0.0701577
188,216,0.025847,-0.0666692
180,77,-0.0352777,-0.00602466
102,6,-0.00963032,0.0208423
189,104,0.0890376,0.0232818
197,220,0.00673657,-0.0408144
54,25,-0.00750218,-0.00597325
77,207,-0.0701116,0.0658128
112,221,-0.0352923,-0.0694402
60,198,0.0616559,-0.158142
84,65,-0.0343084,0.00722641
211,72,0.0693961,-0.157684
123,152,0.0327091,-0.0231013
69,223,0.07669,-0.0754022
57,181,-0.0404374,0.102885
127,119,0.0278053,-0.14118
10,46,-0.00530126,0.00372062
172,103,-0.0756819,-0.0167046
54,122,0.0401675,0.0520043
36,140,-0.0381771,-0.0437532
197,2,0.0907078,-0.00231803
116,137,-0.0267808,0.0388543
200,21,0.0224459,-0.062086
185,160,0.0733344,0.135193
21,41,0.0577799,0.0107932
36,114,0.00529779,0.0350807
92,156,-0.013167,0.0106198
221,64,-0.149631,0.0959095
138,114,-0.0298085,-0.0186602
133,124,0.0358021,-0.0193101
172,208,0.0248607,-0.092242
31,191,-0.0300432,-0.0245001
1,13,-0.00608276,0.0680055
202,140,0.101568,0.0205848
70,69,-0.00275394,-0.0597138
80,204,-0.0157449,0.0382235
195,9,-0.0930573,-0.00754583
43,146,-0.0120074,0.0824417
202,135,-0.0588121,0.100577
203,16,0.0534035,-0.0455397
171,205,-0.024573,0.0883834
156,207,0.00626148,-0.01333
12,70,-0.0178885,-0.0811665
168,91,-0.15555,0.0413536
135,1,-0.124809,-0.0119839
180,49,-0.00109371,0.00595825
59,23,-0.0040519,-0.030326
101,85,0.0716707,0.100459
130,44,-0.00386211,0.0307454
125,178,-0.0471071,-0.00198779
203,127,0.0402705,-0.0107389
130,40,0.0454717,0.030128
160,203,-0.0546201,-0.0337058
142,156,-0.0014554,0.020028
150,168,-0.112336,-0.0647032
79,143,0.0314938,0.0522766
94,71,0.0150823,-0.0335585
99,33,0.0288166,-0.0132392
49,97,0.16266,0.159006
128,41,-0.0483279,-0.0514603
192,18,-0.0303262,0.0407777
217,48,0.0304881,-0.0406219
166,92,0.0306538,0.0722053
140,127,-0.0453482,-0.0727427
28,123,0.0131913,-0.000105115
172,76,-0.0180809,0.0435901
134,78,0.000838657,-0.0400539
15,120,-0.00987319,-0.101675
21,202,0.0360969,-0.0128625
209,48,-0.0479361,0.0608708
46,128,0.0402192,0.0303555
19,208,-0.0254985,0.00934691
34,73,0.0214164,-0.0282593
12,206,-0.107067,-0.0317201
77,106,-0.0589255,0.0850925
42,30,-0.00851865,-0.00656
211,84,0.0317658,-0.070571
118,179,-0.0153842,0.0295559
25,213,-0.0775532,-0.0666101
19,46,0.159116,-0.0365753
98,30,-0.0636637,0.0196206
171,56,-0.0476304,-0.0880986
28,178,-0.0851158,-0.0500664
145,213,0.0240038,0.0347298
64,168,-0.0387273,-0.0408542
194,49,0.0470202,-0.0863505
214,202,0.120439,0.0296135
211,169,-0.0326667,-0.0114383
42,131,-0.0332603,-0.063641
218,151,-0.0884923,0.0847662
6,101,-0.0419372,0.00104937
6,204,0.0579855,0.00554606
107,63,-0.184996,0.0528462
19,24,-0.0702836,-0.0296773
75,212,0.0232427,0.0464652
211,113,-0.0790328,-0.0831541
49,169,0.0162459,-0.117389
103,5,-0.00121631,0.0402763
31,173,-0.066122,-0.0923486
176,49,0.113506,0.0136176
10,222,0.0611109,-0.103987
58,55,0.0769722,-0.0700959
186,46,-0.0813672,0.0349413
132,107,0.0271493,-0.0334257
5,108,-0.00742372,0.130996
182,37,0.0306574,-0.0162276
208,222,-0.0494968,-0.00851262
118,146,-0.0759505,-0.0163264
82,123,0.0284323,0.124249
212,182,-0.0594154,-0.0336871
156,113,0.104412,0.0716368
5,74,-0.0385524,0.00821958
59,42,-0.0356434,0.0270405
56,77,0.0696317,0.0267254
213,24,0.0079163,-0.0596416
17,158,0.058143,0.0212402
102,210,-0.0224268,-0.00205371
64,208,0.0511519,0.0619981
80,139,-0.049751,-0.00846172
96,2,-0.00273697,0.0316775
164,80,-0.0118137,0.00267343
111,110,-0.0134662,-0.0975142
170,78,0.0371531,0.00838017
213,48,0.0480283,-0.0360258
38,179,0.0208992,-0.0753359
114,124,0.0505484,-0.0114832
168,12,0.0506505,0.119606
154,75,-0.00557844,-0.0379514
124,133,0.0217092,0.0206521
52,201,-0.060742,-0.0820047
156,190,-0.00489342,-0.00547688
17,11,0.0647408,0.0423811
55,96,-0.0324546,0.0329135
175,25,0.136019,-0.0132173
137,150,0.0553641,-0.0191647
97,182,-0.0514252,0.0237188
142,52,-0.0128211,0.0198387
81,13,0.0105076,0.0565694
10,119,-0.0636982,0.0351571
51,102,-0.0093225,-0.0299518
157,217,-0.0628885,0.035235
96,60,-0.0331489,-0.0474126
99,41,-0.00850417,0.0049468
22,198,0.0196581,0.111936
182,145,0.0107409,-0.104836
214,136,-0.0913353,-0.0562286
177,17,-0.0428387,0.0557958
183,65,-0.0187964,0.146378
-1,97,0.00663213,-0.0418522
108,67,-0.0430742,0.0450511
90,170,-0.012933,0.105029
197,98,-0.00528251,-0.0383072
107,87,-0.0380709,-0.034555
203,114,0.0914346,0.0480168
128,119,-0.0455423,0.0460297
186,196,-0.039187,-0.0446064
14,186,0.049508,0.0582384
195,18,-0.011107,0.00281875
202,128,-0.0420669,0.0102402
74,219,0.00365934,-0.0163604
116,206,0.0276172,-0.139721
200,69,0.0373645,0.0357409
166,200,0.0600019,0.0615975
142,42,0.0320956,-0.0450766
12,147,0.0446469,-0.0514447
101,219,-0.0156238,-0.0153599
132,143,-0.0325931,0.0585341
16,36,-0.000877456,0.0732148
185,194,0.0730046,0.0571757
170,187,0.00690092,0.0741209
190,222,0.0535487,-0.0277051
94,223,0.0280957,0.076378
14,224,0,0
167,106,-0.0164518,-0.0307083
22,192,-0.0617138,-0.0104788
172,114,0.0564234,-0.0758169
130,203,0.00555621,-0.0356255
126,168,0.0187333,0.0386612
182,169,-0.040882,-0.0704308
151,85,0.00279338,0.0177048
26,11,-0.0749634,-0.0216937
36,156,0.0462259,0.0134035
122,202,-0.0420593,0.0866397
103,30,0.0384067,-0.0755585
112,12,0.00125799,0.1282
90,122,0.0825281,-0.0611691
24,149,-0.0597845,-0.00201813
197,126,0.00323738,0.0155063
28,103,-0.0322503,0.0810028
104,108,-0.00624948,0.0694613
181,163,0.0374454,-0.0602241
84,135,-0.00117347,-0.0190599
26,143,-0.0031997,0.0494867
66,20,0.0148286,-0.0117556
66,198,-0.0108542,0.0701998
55,32,-0.0319513,-0.00365378
187,190,-0.00310401,0.014285
16,132,0.0560343,0.0913434
19,184,-0.0207625,-0.00591268
114,25,-0.105179,0.00986118
100,21,-0.0498557,-0.0531698
78,209,0.00757564,0.0462075
57,137,-0.0161922,0.0990053
84,119,-0.0126805,0.0119548
205,47,-0.0164665,0.0572519
63,124,0.03103,0.00888206
150,193,-0.0628198,0.0105288
57,93,0.0482323,-0.0293219
188,67,-0.0603758,-0.0726943
61,126,0.107509,0.0253773
141,151,0.0375002,0.0913261
130,183,0.044467,0.0359693
106,196,-0.0162403,-0.0999933
153,6,0.007036,0.00844779
69,213,-0.0212203,-0.063464
110,135,-0.0303032,-0.00148172
60,56,0.0383181,0.00597805
183,209,-0.0128015,0.0303952
129,133,0.0330451,0.0548706
5,212,0.0109713,0.056352
175,176,0.0445087,-0.014873
64,82,0.0489312,-0.0183617
23,186,0.0636264,0.021455
194,151,-0.0528268,0.0169222
136,29,0.0620088,0.10915
187,218,0.0415099,-0.0595361
28,171,-0.00231992,-0.00310356
91,109,0.0482547,-0.0435123
146,127,0.124314,-0.085628
198,136,0.0223409,-0.0514213
35,185,-0.0148898,0.0273595
15,125,-0.082877,-0.0124082
141,104,-0.0384252,0.0752327
155,189,-0.0237142,0.0313978
156,148,-0.00230451,0.0163072
199,2,0.0750969,0.0367524
106,153,0.031576,0.084351
205,176,0.021724,-0.101089
165,118,-0.00265134,0.035467
47,143,0.0613574,-0.103898
203,205,0.032498,-0.0550029
19,207,-0.0346819,-0.00852405
124,56,0.100489,-0.000144634
176,128,-0.0197028,0.0636328
215,51,-0.0226452,-0.0116129
54,183,-0.130429,0.0406693
189,189,-0.0531706,0.0129928
135,186,0.0186598,0.0348002
172,21,-0.105332,-0.0566635
64,26,0.00829795,-0.0103554
62,150,-0.00532147,0.114493
55,132,0.0737561,0.0494816
22,30,0.00153954,0.0232651
46,152,-0.00251304,0.0401806
133,198,-0.0337012,-0.033101
48,206,0.125827,0.053972
57,129,-0.0057671,-0.0566668
39,23,-0.0351774,-0.0495186
221,18,0.00251509,-0.0542432
17,214,-0.0763309,-0.0242118
27,99,0.0349852,-0.00173094
55,45,-0.0400499,0.0209483
199,93,-0.040077,0.0237247
59,15,-0.0446714,-0.0305856
64,175,0.0363704,-0.00718189
186,56,0.0284178,-0.0712173
144,107,0.026278,0.0112698
207,209,-0.00886914,0.00598395
71,61,-0.0884366,0.073753
150,107,0.0294501,-0.080598
210,182,0.0262519,0.150065
142,118,-0.0665928,0.0178573
136,31,-0.0311267,-0.0627689
72,130,-0.137664,0.0630969
104,59,-0.0343653,0.0368916
36,5,0.036554,0.0332879
176,186,0.0933134,0.00462468
134,143,0.0114689,-0.0444889
213,22,0.0408998,-0.036288
193,169,-0.121618,0.0467391
148,181,0.00209555,-0.169222
50,6,-0.0611324,-0.01984
147,118,0.0629289,-0.0326901
160,36,-0.00314517,0.00972639
129,219,-0.00856245,0.161899
112,220,-0.0835693,-0.00623587
210,159,-0.0492818,0.0168
48,75,-0.0145533,0.0201448
118,182,0.0139216,0.0841752
57,7,-0.0292231,-0.0813488
27,199,-0.0161414,0.0307737
71,5,0.0456535,0.0512344
11,5,-0.0295467,0.00283681
20,183,-0.111084,0.0104562
190,126,0.0132304,0.115964
33,65,0.0319894,-0.0219604
88,21,0.0591368,0.0344782
11,83,0.0453621,0.109238
174,90,0.0678713,-0.139487
183,198,-0.000778897,-0.0134657
204,176,0.0315163,-0.0179972
176,109,0.0253041,-0.0834295
120,197,0.0303162,0.0257959
136,59,-0.00387125,0.0395263
140,20,-0.0191495,0.0536579
192,149,-0.000471103,-0.0451175
121,139,0.169026,-0.00834908
216,64,-0.0199437,0.0300998
155,204,0.00191951,0.0495191
190,206,-0.0124999,0.099259
161,116,0.00744397,-0.0732233
173,120,0.0297388,0.0300899
135,210,0.0187902,0.0402638
37,60,0.0517665,-0.0217172
45,7,-0.00583365,-0.120689
91,199,0.000267962,0.0799967
189,8,-0.0605628,-0.031901
213,116,0.0844924,0.0437571
170,21,-0.0442113,-0.0545748
2,122,-0.0750245,-0.0630867
43,173,-0.166079,-0.110071
74,147,0.0344479,0.0342218
27,64,-0.0623662,0.0351392
37,153,0.0713044,0.0445228
153,155,-0.0116423,-0.142469
20,157,-0.020921,-0.0193155
160,106,-0.103244,0.00899889
146,160,0.0220668,0.016278
153,103,0.00875584,0.00242025
133,181,0.0442812,-0.0243181
56,151,0.0267109,-0.00818794
48,101,-0.048892,-0.00263538
183,114,0.0175915,0.00364231
87,3,0.00863003,-0.0597053
89,129,-0.0368698,0.0411782
29,72,0.00475632,0.0283827
71,168,-0.00380705,-0.0177722
194,30,0.0930168,0.0240513
24,168,-0.0328205,-0.000816013
130,109,0.0924165,-0.000861936
124,40,-0.00380487,0.0365606
67,222,0.131639,-0.0461256
124,187,0.00919046,-0.0637123
144,67,0.0824258,0.0556316
20,106,0.0736348,0.0133306
135,57,0.0512237,-0.000472973
193,80,-0.048185,-0.0736124
222,74,-0.0704374,-0.0062434
51,216,0.00691727,0.0283201
38,154,0.0559889,-0.0444626
63,159,-0.0631627,-0.0367963
172,91,-0.106625,0.100085
125,150,0.009687,0.00848833
53,73,-0.00149823,-0.0592892
43,191,-0.0940422,0.143012
223,180,-0.0124488,0.0903081
169,0,-0.00420319,-0.0178416
28,186,-0.068652,0.00331361
106,27,0.0172685,-0.0866606
78,134,-0.0149342,-0.0307649
130,208,-0.0486513,0.04472
117,66,-0.0134099,-0.0411451
129,66,0.0375507,0.0102123
107,112,-0.047258,0.0544336
186,130,-0.0315248,0.0760087
49,200,-0.0258501,-0.043873
16,174,-0.00764034,0.0407279
33,183,0.0380971,-0.0114617
62,216,-0.0505105,-0.080677
205,40,-0.0143564,0.0789307
169,175,0.103615,-0.0797516
123,27,0.0318855,-0.0288573
199,139,-0.0410693,-0.0186559
11,13,0.00109606,0.0749217
122,140,-0.0183853,-0.0262369
198,130,0.0932078,-0.0928198
106,210,-0.0185157,-0.0493805
215,83,0.0814988,0.0549228
115,173,0.00202446,-0.0361054
155,86,0.031352,0.046279
176,200,0.00340728,0.0113242
211,214,0.0312696,-0.0842953
20,12,0.115643,-0.022961
26,32,0.0792638,-0.0265018
32,43,-0.0877188,0.0887763
47,208,-0.00286128,-0.0338207
101,167,-0.0367687,-0.0150612
58,50,0.0303878,0.0882938
162,103,-0.0428765,-0.104967
13,92,-0.0799856,0.0307558
49,27,-0.080192,-0.0677649
93,79,0.077782,-0.0574806
8,208,-0.112082,0.0324032
180,211,-0.0295785,-0.0381885
200,154,-0.11898,0.0647739
115,134,0.0877498,-0.031955
25,163,-0.0041132,0.0185569
187,168,0.114051,0.0162142
116,24,-0.013199,0.0899311
97,32,0.00615323,-0.0511642
87,141,0.0172695,-0.0221293
1,21,-0.0423088,-0.0971985
145,89,-0.0481259,-0.140628
195,41,0.0870854,0.0739492
202,18,0.0765603,-0.0096597
38,101,-0.0100281,-0.00718704
61,111,0.0624836,-0.0291705
66,34,0.0126184,0.0231448
166,166,-0.0596804,0.0200879
165,39,0.0503899,-0.00961766
113,146,-0.0896919,-0.0551496
76,222,0.0617996,-0.00736497
115,223,0.00387174,0.0442037
140,194,0.042346,-0.123775
58,127,0.00501551,0.063395
125,128,-0.0886913,0.0361216
215,100,-0.0135002,0.02818
71,125,-0.0423937,0.00528676
145,142,0.033255,-0.00214944
24,183,-0.0844668,0.0197491
100,174,0.0925232,0.0581763
49,197,0.0300374,0.0184626
38,73,0.0589469,0.0145298
28,119,0.0896951,0.0180609
218,19,0.00832961,0.0088547
110,188,0.040418,-0.0190206
1,182,-0.0475744,0.0581777
164,97,-0.0250637,0.0437013
182,101,-0.0637866,-0.00923845
192,30,0.0471608,0.0281107
13,201,0.0375508,0.0572017
162,116,-0.0450204,0.0326705
176,202,0.00920514,0.135466
217,23,0.0245629,0.0662592
199,17,0.0311094,0.0396391
146,140,-0.040443,-0.0244367
40,82,-0.000918053,0.0224529
123,14,-0.025314,0.0543944
45,73,-0.0479083,0.00569639
188,154,0.000840947,0.0668816
208,188,0.0356391,0.0630455
36,103,-0.00417396,0.0532434
200,40,-0.0719611,-0.0230788
4,198,0.0896337,0.0117874
160,97,-0.0369887,-0.03668
75,71,0.0924277,-0.019688
151,32,0.054143,-0.025842
71,166,-0.0214783,0.0287131
47,40,-0.0273193,0.0132887
183,110,0.0294405,-0.0105062
174,215,0.0483451,-0.0140854
149,125,0.0689299,0.12796
192,39,0.0240583,-0.0317894
54,75,0.174219,0.0265716
83,8,0.165645,0.0328641
75,77,-0.0200765,0.0674187
149,212,-0.0899466,-0.0972738
94,100,-0.0593657,-0.0909667
119,102,-0.0495275,0.0392789
213,85,-0.0476444,-0.0229638
9,55,0.0115173,0.037518
165,86,0.0123714,-0.0551291
222,54,0.0403925,0.0348799
12,23,0.0292384,-0.0404513
136,117,0.0744245,0.0317831
41,54,0.0148679,-0.00637392
195,154,-0.0682399,0.0480999
172,61,-0.0239514,-0.103453
192,217,-0.0493408,0.0148864
16,33,0.001965,0.0733018
32,-1,-0.0495606,-0.00978294
124,39,0.0506167,0.0493206
177,152,-0.0265014,0.0369662
125,78,-0.0114859,0.0238489
21,195,-0.0150564,0.0614197
118,222,0.0926296,0.0644645
42,114,0.0985891,-0.162216
197,142,0.00214583,-0.0605761
28,148,0.164661,-0.0305059
23,77,-0.101201,-0.0881114
86,110,-0.0334123,0.114529
216,28,-0.0930429,-0.0489545
163,7,-0.00634503,0.0284191
184,9,0.0748378,0.0230422
116,210,-0.0166228,0.0184697
71,205,0.0640881,-0.0523508
100,139,0.0999681,0.0176445
164,161,0.0033254,0.0337965
35,136,0.0160946,-0.0623718
65,104,0.0731705,-0.0197131
74,205,0.0221545,-0.00462775
180,45,-0.019661,0.0610911
95,91,0.00167182,0.0511407
159,24,0.0310308,0.133315
157,110,-0.0684668,0.0952871
138,213,0.0796575,0.0813489
25,211,0.0921168,0.0552071
146,11,0.0311951,0.0164064
70,122,-0.0347691,-0.0356886
168,53,0.0454373,-0.0249857
99,220,-0.0339158,-0.0329261
208,179,-0.043975,-0.0515497
24,105,0.145142,-0.0441494
128,68,-0.0753342,0.00936769
86,1,0.065064,0.0671366
50,53,-0.128073,0.00663585
92,84,0.0541268,-0.045387
54,90,0.00508275,0.0468463
60,69,-0.0349365,0.0806637
9,155,-0.0100284,-0.0325279
126,13,0.02433,-0.0262819
159,47,0.00813548,0.120535
17,107,-0.0129689,0.0271116
200,62,-0.141691,0.0155433
160,50,0.00928401,-0.0229028
13,129,0.013186,0.0243935
88,215,0.17803,-0.0175547
125,40,0.0250907,-0.0369182
80,79,-0.0473351,0.0220796
131,111,0.0928656,-0.0132162
197,185,0.0373184,0.026961
9,142,-0.0390541,0.0284347
53,153,0.016095,-0.0129975
48,102,-0.0781541,0.0893766
205,190,-0.0320608,-0.0202318
26,106,-0.102046,-0.00245378
76,45,-1.55543e-05,-0.0636478
102,56,0.00216532,0.0160097
208,208,0.00113616,0.00228782
44,211,0.143059,0.067853
33,63,0.00478386,0.0641706
17,60,0.0595592,-0.0207313
81,137,-0.0113954,-0.0197886
197,14,0.0754533,-0.0146784
141,15,0.0046396,0.162689
86,85,0.0498936,-0.0640623
188,53,-0.0132673,-0.035386
78,95,-0.0107045,-0.0103383
47,201,-0.00172596,-0.0246873
200,217,0.034993,-0.0142027
60,156,0.0196416,0.066722
64,218,-0.0294189,-0.0770912
192,184,0.00934806,-0.0500955
177,218,0.0339793,-0.00994225
93,139,0.0380497,-0.109358
143,118,-0.00606698,-0.0168911
100,35,-0.0250537,-0.0572694
116,219,-0.024726,-0.0566912
190,187,0.0382825,-0.0216469
30,182,0.00145287,0.0272292
157,69,0.0988923,0.0468385
202,6,0.0376129,-0.104643
180,1,-0.000368965,-0.0649341
206,187,0.00638065,-0.00385084
103,121,0.0562937,-0.028491
99,93,-0.0221503,0.0207651
222,69,-0.00716589,-0.0634621
65,156,0.0815837,0.0215515
52,76,0.0230947,-0.0305579
141,116,-0.0727079,-0.0573425
12,212,-0.0167953,0.0157648
159,133,0.0570923,-0.0779085
62,131,0.00544804,0.00671907
126,114,-0.011588,0.013184
20,114,0.153888,0.10635
196,189,0.0643787,0.0363956
0,95,-0.115276,0.00287546
57,186,0.0528092,0.0680711
98,32,0.0492068,0.00873145
184,61,0.0550964,0.0630969
125,57,-0.107867,-0.0472424
42,157,0.0319009,-0.0445695
87,95,0.0436583,-0.0569012
0,159,-0.0512592,0.0141034
178,36,-0.0201995,-0.0690345
174,17,0.00879998,0.00812831
16,131,-0.0522268,-0.0605411
94,73,-0.0335247,-0.0486298
194,166,0.0501009,-0.0493618
25,131,0.0311805,-0.0167787
70,106,-0.0508982,-0.0721205
52,114,0.0511319,0.0325626
118,152,-0.0835636,-0.00453114
198,27,0.0731817,0.012709
155,63,0.098744,-0.0980755
71,70,-0.0554376,0.0193723
65,217,-0.0701974,-0.0259253
91,62,-0.0140438,0.0412155
46,13,0.0233619,-0.094921
112,145,-0.0239781,-0.0867755
156,192,-0.0684488,0.0108186
204,95,-0.00155986,-0.0731334
54,209,0.125089,-0.0554635
195,192,0.0834994,0.0840719
40,114,-0.0455121,0.0738087
47,63,-0.0167792,0.0792139
59,152,-0.061471,-0.106772
77,205,-0.00529057,0.0679283
53,200,-0.0421649,-0.00820721
163,190,-0.00709732,-0.0123309
31,71,0.0168953,0.0440221
17,101,0.0328872,-0.0856171
189,20,-0.0281267,-0.129843
99,206,-0.0496242,-0.0315575
127,80,-0.0199294,0.0310476
36,178,0.0264323,-0.0181092
189,202,-0.0662012,0.0321371
185,169,-0.0780254,0.112468
